id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
760161,Orphan: First Kill,Orphan: First Kill,en,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",There's always been something wrong with Esther.,2022/7/27,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,5088.584,902,6.9,0,9572765,99,Released,FALSE,/5GA3vV1aWWHTSDO5eno8V5zDo8r.jpg,"Horror, Thriller",760193,Orphan Collection
760741,Beast,Beast,en,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",Fight for family.,2022/8/11,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,2172.338,584,7.1,0,5.60E+07,93,Released,FALSE,/2k9tBql5GYH328Krj66tDT9LtFZ.jpg,"Adventure, Drama, Horror",NA,NA
882598,Smile,Smile,en,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.","Once you see it, it’s too late.",2022/9/23,/hiaeZKzwsk4y4atFhmncO5KRxeT.jpg,1863.628,114,6.8,1.70E+07,4.50E+07,115,Released,FALSE,/mVNPfpydornVe4H4UCIk7WevWjf.jpg,"Horror, Mystery, Thriller",NA,NA
756999,The Black Phone,The Black Phone,en,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",Never talk to strangers.,2022/6/22,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,1071.398,2736,7.9,18800000,1.61E+08,103,Released,FALSE,/AfvIjhDu9p64jKcmohS4hsPG95Q.jpg,"Horror, Thriller",NA,NA
772450,Presencias,Presences,es,"A man who loses his wife and goes to seclude himself in a cabin in the woods, where strange things happen.",NA,2022/9/7,/dgDT3uol3mdvwEg0jt1ble3l9hw.jpg,1020.995,83,7,0,0,0,Released,FALSE,/ojfzhdwRemcDt1I6pao6vVLw9AA.jpg,Horror,NA,NA
1014226,Sonríe,Sonríe,es,NA,NA,2022/8/18,/wHowKf77gNZbVo9yu5ggiNBFCdJ.jpg,939.712,1,1,0,0,0,Released,FALSE,NA,"Horror, Thriller",NA,NA
717728,Jeepers Creepers: Reborn,Jeepers Creepers: Reborn,en,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",Evil Rides Again,2022/9/15,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,821.605,125,5.8,2.00E+07,2892594,88,Released,FALSE,/tIX6j3NzadlwGcJ52nuWdmtOQkg.jpg,"Horror, Mystery, Thriller",94899,Jeepers Creepers Collection
762504,Nope,Nope,en,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",What’s a bad miracle?,2022/7/20,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,733.112,1684,7,6.80E+07,170800000,130,Released,FALSE,/xVbppM1xgbskOKgOuV8fbWBWHtt.jpg,"Horror, Mystery, Science Fiction, Thriller",NA,NA
927341,Hunting Ava Bravo,Hunting Ava Bravo,en,"Billionaire sportsman Buddy King unwinds by hunting human captives on his remote mountain estate. But his latest victim, Ava Bravo is no easy target.","""If I die, you die""",2022/4/1,/etc6HKBEhNySNnYU2nRgbSeIyoW.jpg,574.832,73,6.5,0,0,90,Released,FALSE,/pkLegAR3G5T63B2Xz2ijbD1BAm8.jpg,"Action, Adventure, Crime, Drama, Horror, Mystery, Thriller, War",NA,NA
760104,X,X,en,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",Dying to show you a good time.,2022/3/17,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,543.67,1035,6.8,1.00E+07,14257609,106,Released,FALSE,/21ldFAokKVjwzi1SHXoPb5gc7md.jpg,"Horror, Mystery, Thriller",950289,X Collection
836225,The Exorcism of God,The Exorcism of God,en,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",God and the Devil cannot exist in the same body.,2022/3/11,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,537.252,637,7.3,1500000,0,98,Released,FALSE,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,Horror,NA,NA
801071,The Jack in the Box: Awakening,The Jack in the Box: Awakening,en,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",Once you open the box... you can't escape it.,2022/2/24,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,527.579,157,6.4,0,0,89,Released,FALSE,/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,Horror,916357,Jack in the Box Collection
852830,Torn Hearts,Torn Hearts,en,"A promising up-and-coming country duo seek out the secluded mansion of their idol Harper Dutch, a former country music star and Nashville royalty turned recluse. What starts out as a friendly visit devolves into a twisted series of horrors forcing the friends to confront the lengths they will go to in pursuit of their dreams.",NA,2022/5/20,/w8dSAuMHUgx0lYSB6wAAURStcGM.jpg,525.876,39,6.1,0,0,97,Released,FALSE,/t6Fs0EOFIxzEGHZLHxJ3v7K4JRB.jpg,"Horror, Music, Thriller",NA,NA
758724,The Cellar,The Cellar,en,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",An ancient evil has awoken.,2022/3/25,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,513.757,257,6.6,0,0,94,Released,FALSE,/qViFGWCHaSmW4gP00RGh3xjMjsP.jpg,"Horror, Mystery",NA,NA
816952,My Best Friend's Exorcism,My Best Friend's Exorcism,en,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",True friendship is worth going to hell and back.,2022/9/29,/yIXICkqthsqbNtvtEd6rpIt3cT4.jpg,501.921,43,6.1,0,0,96,Released,FALSE,/gX6VtQ7X6GRvcJQJhFZO9ZJ00q7.jpg,"Comedy, Horror",NA,NA
755566,Day Shift,Day Shift,en,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,Some jobs really go for the throat.,2022/8/10,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,449.683,1129,6.9,0,0,113,Released,FALSE,/5L6RPHHUFlsliTqKRmUxFnIkXpR.jpg,"Action, Comedy, Fantasy, Horror",NA,NA
896448,Beneath the Surface,Beneath the Surface,en,"A young woman survives a great white shark attack, whilst on a family boating vacation, however soon realizes the nightmare is far from over. Those around her can not be trusted, and she must face her demons, if she is to step back in the water.",Prey you will make it out alive!,2022/4/1,/xXE9IDEFiye0zNzmnT0eUDbGyVI.jpg,412.34,50,6.9,0,0,93,Released,FALSE,/cetU6lsj5bFCCFTWezGISmYwDAG.jpg,"Fantasy, Horror, Mystery, Thriller",NA,NA
629015,Shut In,Shut In,en,A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,The will to live is found within.,2022/3/24,/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,399.436,224,7.2,0,304106,90,Released,FALSE,/ufagam4FwlIcgPqJlr21EshNkNd.jpg,"Horror, Thriller",NA,NA
661791,La abuela,The Grandmother,es,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",Nobody will love you like I do.,2022/1/28,/ri3KIjGp3Ek6iKUsTzMigmxTvdw.jpg,381.305,272,5.9,0,0,100,Released,FALSE,/cmRgcH2sOl5dZrOB1tAbZZn5e9b.jpg,"Drama, Horror",NA,NA
25853,Dahmer,Dahmer,en,"On February 15, 1992 in Milwaukee, Wisconsin, Jeffrey Dahmer, one of the world's most infamous serial killers, was convicted of 15 counts of murder and sentenced to 937 years in federal prison. This movie is based on events from his life.",The mind is a place of its own.,2002/6/21,/gZPrXBXYf2s4VztHdQpd0441jF6.jpg,378.39,220,5.2,250000,144008,101,Released,FALSE,/22KKqRN37JMGcY4hqPHXLnvCMFm.jpg,"Drama, Horror",NA,NA
945657,Titanic 666,Titanic 666,en,"After a mammoth cruise ship sails over the site of the Titanic’s disaster, dark and deadly events start to occur on board. As the ship’s captain investigates the tragic occurrences, it becomes clear that the passengers and crew from the original Titanic have returned.",NA,2022/4/15,/EX0ITg5YqDgFHjujpTNhEPaJSL.jpg,372.136,98,6,0,0,91,Released,FALSE,/5DCIRgOrCTayoCGggVn1kyqs1Vh.jpg,"Horror, Thriller",NA,NA
871832,Visitante,Visitor,es,"Marga, who’s in the middle of a marital crisis with her husband Daniel, decides to spend a few days alone in her old, family home. Once there, she starts to sense some strange and terrifying phenomena happening around her: an invisible entity seems to know a lot about her, among other things, that she’s having an affair with Carlos, an old friend from college.  Marga has fallen pregnant by Carlos and on the day she’s going to have a secret abortion, the entity won’t let her leave the house. On the verge of madness, Marga discovers a portal in the house that leads to another reality. In this reality lives her other self and she’s actually trying to warn herself that something terrible is about to happen to her, unless she makes a decision…",Another reality. Other fears.,2021/2/11,/bDJFx39hKbvMlEXZMcVAc00YeaB.jpg,358.179,7,6.1,0,0,99,Released,FALSE,/5wDyK62lGdgRh7rofKynqCbTuTA.jpg,Horror,NA,NA
610253,Halloween Kills,Halloween Kills,en,"The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.",Evil dies tonight.,2021/10/14,/qmJGd5IfURq8iPQ9KF3les47vFS.jpg,315.027,1941,6.7,2.00E+07,131647155,105,Released,FALSE,/5P0PtxIneLNMq7m0crF1R9Sjzpv.jpg,"Horror, Thriller",91361,Halloween Collection
864370,咒,Incantation,zh,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",Do you believe in blessings?,2022/3/18,/6zltP23zLGPogsHZUazSrrwNuKs.jpg,313.282,339,6.9,0,5700000,111,Released,FALSE,/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg,Horror,NA,NA
756681,Veneciafrenia,Veneciafrenia,es,A group of spanish tourists in Venice finds themselves fighting for their lives against locals that are not too keen on foreigners.,NA,2022/4/22,/luMC56bwZqaECYRz6X7sXjqN6nd.jpg,302.239,133,6.1,0,0,100,Released,FALSE,/egS5SHI4Ppwmb65lUjqsy79ASnN.jpg,Horror,NA,NA
632727,Texas Chainsaw Massacre,Texas Chainsaw Massacre,en,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",The face of madness returns.,2022/2/18,/e8vYPpkUJpf5Ils99kxF0Ev73ay.jpg,293.443,958,5.3,2.00E+07,0,83,Released,FALSE,/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,"Horror, Thriller",111751,Texas Chainsaw Massacre Collection
646385,Scream,Scream,en,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",It's always someone you know.,2022/1/12,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,291.196,1732,6.7,2.40E+07,1.40E+08,114,Released,FALSE,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"Horror, Mystery, Thriller",2602,Scream Collection
613093,Malnazidos,Valley of the Dead,es,"During the Spanish Civil War, sworn enemies must work together when they encounter flesh-eating zombies created in a Nazi experiment.",NA,2020/10/8,/avokvOwhjVR9GgISsSSgb2A343G.jpg,276.369,201,6.3,0,0,101,Released,FALSE,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,"Comedy, Horror, War",NA,NA
616820,Halloween Ends,Halloween Ends,en,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",NA,2022/10/12,/3aEJDJ9O8lsRMM9Xaxxm5kNyt0N.jpg,270.269,2,10,2.00E+07,0,111,Released,FALSE,/1UlTowc5vfrgXUVT6OnlU0TOiij.jpg,"Horror, Mystery, Thriller",91361,Halloween Collection
49690,Smile,Smile,it,A carefree summer vacation turns into an inescapable terror trap for a group of young students who buy a vintage instant camera from a mysterious local shop owner...,Point. Shoot. Die.,2009/8/28,/5Hk4ubepZZNwlNEbyYt2ejzCvr5.jpg,266.502,16,3.9,0,0,119,Released,FALSE,/9t60OgpIzoyLiL4nmQXb0ZNmbQA.jpg,"Horror, Thriller",NA,NA
21208,Orphan,Orphan,en,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",There's something wrong with Esther.,2009/7/24,/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,265.858,4403,7,2.00E+07,77912251,123,Released,FALSE,/blJVWug8FJggb9gs6NuooyOWBTP.jpg,"Horror, Mystery, Thriller",760193,Orphan Collection
825808,See for Me,See for Me,en,"When blind former skier Sophie cat-sits in a secluded mansion, three thieves invade for the hidden safe. Sophie's only defense is army veteran Kelly, who she meets on the See For Me app. Kelly helps Sophie defend herself against the invaders and survive.",Seeing is surviving.,2022/1/7,/qk1ZERG6yhwAJqTobmDgw8jRL2C.jpg,254.809,110,6.1,0,0,92,Released,FALSE,/tzNx4y7kYf1Xw3F3T6QxrE7PPwb.jpg,"Crime, Drama, Horror, Mystery, Thriller",NA,NA
831410,Bring It On: Cheer or Die,Bring It On: Cheer or Die,en,"Held down by restrictive rules, an embattled cheerleading squad seeks the freedom of a creepy, closed school gym to practice for regionals, but when members of the squad start to disappear, the cheerleaders must unmask their assailant to save themselves.",Bring on the thrills. Bring on the kills. Bring on the cheer.,2022/9/27,/wiWPu2Csgu7mf2XnU6WLcND487q.jpg,253.614,34,6.2,0,0,0,Released,FALSE,/mYOooABOzWRaFMRWDhUAXiKuTaO.jpg,"Comedy, Horror, Thriller, TV Movie",430186,Bring It On Collection
833425,No Exit,No Exit,en,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",Who will survive the dead of winter?,2022/2/25,/5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,252.675,750,7,0,0,96,Released,FALSE,/2il2HT8v6NAN7oinOCuHKpEhgnB.jpg,"Horror, Mystery, Thriller",NA,NA
816977,They/Them,They/Them,en,Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.,Fear doesn't discriminate.,2022/7/24,/85TJ4udfUOwFIlvQL6EMFvvbvN5.jpg,249.32,105,5.3,0,0,101,Released,FALSE,/5spmzlcl3GmtMwQfptTVgMwdM3.jpg,"Horror, Thriller",NA,NA
803114,The Requin,The Requin,en,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",Terror will surface.,2022/1/28,/i0z8g2VRZP3dhVvvSMilbOZMKqR.jpg,248.496,191,4.7,0,0,89,Released,FALSE,/eVSa4TpyXbOdk9fXSD6OcORJGtv.jpg,"Horror, Thriller",NA,NA
55341,Jeepers Creepers 3,Jeepers Creepers 3,en,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",Third Time's the Charm,2017/9/26,/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,246.189,692,4.9,6200000,3600000,100,Released,FALSE,/l49X7KxytkRCdXrpAu92QqxVrN5.jpg,"Horror, Mystery, Thriller",94899,Jeepers Creepers Collection
423108,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",The demonic case that shocked America.,2021/5/25,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,246.13,4689,7.6,3.90E+07,2.01E+08,111,Released,FALSE,/qi6Edc1OPcyENecGtz8TF0DUr9e.jpg,"Horror, Mystery, Thriller",313086,The Conjuring Collection
460458,Resident Evil: Welcome to Raccoon City,Resident Evil: Welcome to Raccoon City,en,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",Witness the beginning of evil.,2021/11/24,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,245.332,1831,6.1,4.00E+07,38600612,107,Released,FALSE,/o76ZDm8PS9791XiuieNB93UZcRV.jpg,"Action, Horror, Science Fiction",NA,NA
960258,Shark Bait,Shark Bait,en,"A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.",Terror runs deep.,2022/5/13,/bVUgMgVozyFScDM3quP412kXrT.jpg,242.754,163,6,0,0,87,Released,FALSE,/dvHKdXijoN1OEzGcPhd0eRvkfMd.jpg,"Action, Adventure, Horror, Thriller",NA,NA
639721,The Addams Family 2,The Addams Family 2,en,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,Unhappy to see you again.,2021/10/1,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,241.156,953,7.1,0,119815153,93,Released,FALSE,/9e6wp707XMouPG939o2fHunXXJR.jpg,"Adventure, Animation, Comedy, Family, Fantasy, Horror",750822,The Addams Family (Animated) Collection
474350,It Chapter Two,It Chapter Two,en,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",You'll Float Again,2019/9/4,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,230.451,7221,6.9,7.90E+07,473122525,170,Released,FALSE,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,"Fantasy, Horror",477962,It Collection
852485,She Will,She Will,en,"Veronica, an aging film star, retreats to the Scottish countryside with her nurse Desi to recover from  a double mastectomy. While there, mysterious forces give Veronica the power to enact revenge within her dreams.",Unleash the past.,2022/7/15,/cbN1YWgBmwqGzqF6ZTsM96dub4r.jpg,229.223,24,5.6,0,40958,95,Released,FALSE,/ceSQcIWWKSwubn4ny8BlWtE5q7u.jpg,"Drama, Horror, Thriller",NA,NA
895744,Studio 666,Studio 666,en,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",He gives new meaning to a killer track.,2022/2/24,/zD2XyaV6eGEEgEzVnjg0hQVR5yz.jpg,227.919,106,6.3,0,3000776,106,Released,FALSE,/ppNyhrKHCeEgASliV4QN03bp6QR.jpg,"Comedy, Horror, Music",NA,NA
708471,El último zombi,The Last Zombie,es,NA,Soon we will all be...,2021/12/2,/yM8a1dDRsJUhq1xKxq1UNdWXpod.jpg,226,3,5.7,0,0,85,Released,FALSE,/eHRtXoPDAUUX7LWXvQfFAK2nFkG.jpg,Horror,NA,NA
869399,La pasajera,The Passenger,es,"Four people traveling in a van run over a lone woman while she is walking in the dark down a country road. After loading her into the vehicle to take her to the nearest hospital, they notice that she is behaving rather strangely. The occupants of the van soon realise that the time has come to fight for their lives, and together they agree on one very simple rule: ""do not sit next to her.""",Don't sit next to her,2022/6/3,/6bYCDIYqT3GpE6ICnMP6HvUlJMT.jpg,220.766,25,6.4,0,0,90,Released,FALSE,/9hhRzLzP1enjENXiGJocAHyWFmS.jpg,Horror,NA,NA
697799,WarHunt,WarHunt,en,"1945. A U.S. military cargo plane loses control and violently crashes behind enemy lines in the middle of the German black forest. Major Johnson sends a squad of his bravest soldiers on a rescue mission to retrieve the top-secret material the plane was carrying, led by Sergeants Brewer and Walsh. They soon discover hanged Nazi soldiers and other dead bodies bearing ancient, magical symbols. Suddenly their compasses fail, their perceptions twist and straying from the group leads to profound horrors as they are attacked by a powerful, supernatural force.",The war was just the beginning.,2022/1/21,/9HFFwZOTBB7IPFmn9E0MXdWave3.jpg,215.537,60,5.1,0,0,93,Released,FALSE,/mTupUmnuwwAyA0CNqpwaZn5mqjk.jpg,"Action, Fantasy, Horror, Thriller, War",NA,NA
632357,The Unholy,The Unholy,en,"Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",Be careful who you pray to.,2021/3/31,/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,207.113,1737,6.7,1.00E+07,30833138,99,Released,FALSE,/jw6ASGRT2gi8EjCImpGtbiJ9NQ9.jpg,"Horror, Mystery",NA,NA
814800,Goodnight Mommy,Goodnight Mommy,en,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",The darkest family secrets stay under wraps.,2022/9/16,/oHhD5jD4S5ElPNNFCDKXJAzMZ5h.jpg,198.775,159,6.2,0,0,91,Released,FALSE,/aCaqCvYn48b3lfGKGnUdVAE1yeB.jpg,"Drama, Horror, Thriller",NA,NA
